id,short_title,long_title,act_number,act_year,enact_date,enforcement_date,jurisdiction,ministry,department,section_count,in_force,unit
government-securities-act-2006,"The Government Securities Act, 2006",An Act to consolidate and amend the law relating to Government securities and its management by the Reserve Bank of India and for matters connected therewith or incidental thereto.,38,2006,2006-08-30,2007-11-30,CENTRAL,Ministry of Finance,Department of Economic Affairs,36,1,section
government-union-territories-act-1963,"The Government of Union Territories Act, 1963",An Act to provide for Legislative Assemblies and Councils of Ministers for certain Union territories and for certain other matters.,20,1963,1963-05-10,1963-05-13,CENTRAL,Ministry of Home Affairs,Department of States,72,1,section
governors-emoluments-allowances-privileges-act-1982,"The Governors (Emoluments, Allowances and Privileges) Act, 1982","An Act to determine the emoluments, allowances and privileges of Governors.",43,1982,1982-08-28,1987-04-01,CENTRAL,Ministry of Home Affairs,Department of Home,16,1,section
gram-nyayalayas-act-2008,"The Gram Nyayalayas Act, 2008","An Act to provide for the establishment of Gram Nyayalayas at the grass roots level for the purposes of providing access to justice to the citizens at their doorsteps and to ensure that opportunities for securing justice are not denied to any citizen by reason of social, economic or other disabilities and for matters connected therewith or incidental thereto.",4,2009,2009-01-07,2009-10-02,CENTRAL,Ministry of Law and Justice,Department of Justice,40,1,section
greater-bombay-laws-bombay-high-court-declaration-limits,"The Greater Bombay Laws and the Bombay High Court (Declaration of Limits) Act, 1945.",,17,1945,1945-08-15,,Maharashtra,Govt of Maharashtra,Home Department,11,1,section
guardians-wards-act-1890,"The Guardians and Wards Act, 1890",An Act to consolidate and amend the law relating to Guardian and Wards.,8,1890,1890-03-21,1890-03-21,CENTRAL,Ministry of Law and Justice,Legislative Department,55,1,section
gurdwara-election-commission-extracts-from-sikh-gurdwara-s,"The Gurdwara Election Commission Extracts from the Sikh Gurdwara S, Act, 1925.",,8,1925,2001-07-31,,Chandigarh,,Home (judicial),1,1,section
haj-committee-act-2002,"The Haj Committee Act, 2002","An Act to establish a Haj Committee of India and State Haj Committees for making arrangements for the pilgrimage of Muslims for Haj, and for matters connected therewith.",35,2002,2002-06-11,2002-12-05,CENTRAL,Ministry of Minority Affairs,,52,1,section
handlooms-reservation-articles-production-act-1985,"The Handlooms (Reservation of Articles for Production) Act, 1985",An Act to provide for reservation of certain articles for exclusive production by handlooms and for matters connected therewith.,22,1985,1985-03-29,1986-03-31,CENTRAL,Ministry of Textiles,,19,1,section
haryana-housing-board-act-1971-as-extended-chandigarh,The Haryana Housing Board Act 1971 (as extended to Chandigarh),,20,1971,1975-03-13,,Chandigarh,,Chandigarh Housing Board,2,1,section
haryana-punjab-agricultural-universities-act-1970,"The Haryana and Punjab Agricultural Universities Act, 1970","An Act to provide for the establishment of two independent Agricultural Universities in place of the Punjab Agricultural University constituted by the Punjab Agricultural University Act, 1961, and for matters consequential on, or connected with the establishment of those independent Agricultural Universities.",16,1970,1970-04-02,1970-02-02,CENTRAL,Ministry of Agriculture and Farmers Welfare,Department of Agricultural Research and Education,45,1,section
haryana-uttar-pradesh-alteration-boundaries-act-1979,"The Haryana and Uttar Pradesh (Alteration of Boundaries) Act, 1979",An Act to provide for the alteration of boundaries of the States of Haryana and Uttar Pradesh and for matters connected therewith.,31,1979,1979-06-11,1979-06-11,CENTRAL,Ministry of Home Affairs,Department of States,36,1,section
health-security-se-national-security-cess-act-2025,"The Health Security Se National Security Cess Act, 2025","An Act to augment the resources for meeting expenditure on national security and for public health, and to *levy a cess for the said purposes on the machines installed or other processes undertaken by which specified goods are manufactured or produced and for matters connected therewith or incidental thereto.",35,2025,2025-12-15,2026-02-01,CENTRAL,Ministry of Finance,Department of Revenue,39,1,section
high-court-at-bombay-extension-jurisdiction-goa-daman,"The High Court at Bombay (Extension of Jurisdiction to Goa, Daman and Diu) Act, 1981","An Act to provide for the extension of the jurisdiction of the High Court at Bombay to the Union territory of Goa, Daman and Diu, for the establishment of a permanent bench of that High Court at Panaji and for matters connected therewith.",26,1981,1981-09-09,1982-10-30,CENTRAL,Ministry of Law and Justice,Department of Justice,14,1,section
high-court-at-patna-establishment-permanent-bench-at,"The High Court at Patna (Establishment of a Permanent Bench at Ranchi) Act, 1976",An Act to provide for the establishment of a permanent bench of the High Court at Patna at Ranchi.,57,1976,1976-04-08,1976-04-08,CENTRAL,Ministry of Law and Justice,Department of Justice,2,1,section
high-court-judges-salaries-conditions-service-act-1954,"The High Court Judges Salaries and Conditions of Service Act, 1954",An Act to regulate salaries and certain conditions of service of the Judges of High Courts.,28,1954,1954-05-20,1954-05-20,CENTRAL,Ministry of Law and Justice,Department of Justice,40,1,section
high-courts-seals-act-1950,"The High Courts (Seals) Act, 1950",An Act to provide for the use of seals of common form and design by the High Courts in the States.,7,1950,1950-02-27,1950-02-27,CENTRAL,Ministry of Law and Justice,Department of Justice,3,1,section
himachal-pradesh-bilaspur-new-state-act-1954,"The Himachal Pradesh and Bilaspur (New State) Act, 1954","An Act to provide for the formation of the new State of Himachal Pradesh by uniting the existing States of Himachal Pradesh and Bilaspur, and for matters connected therewith.",32,1954,1954-05-28,1954-07-01,CENTRAL,Ministry of Home Affairs,Department of States,32,1,section
hind-cycles-limited-sen-raleigh-limited-nationalisation-act-1980,"The Hind Cycles Limited and Sen-Raleigh Limited (Nationalisation) Act, 1980","An Act to provide for the acquisition of the undertakings of the Hind Cycles Limited, and Sen-Raleigh Limited, with a view to securing the proper management of such undertakings so as to subserve the interests of the general public by ensuring the continued manufacture, production and distribution of bicycles, and their component parts and accessories which are essential to the needs of the economy of the country and for matters connected therewith or incidental thereto.",70,1980,1980-12-27,1980-10-15,CENTRAL,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,33,1,section
