kind,title,year,jurisdiction,ministry,act,act_title
notification,Amendment of Rule122E_Addition of Vaccines and r-DNA_Section,2011,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment of Rule_Schedule M-I_Section12 and 33_D&C Act.,2006,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment of Rule_Substitution of Schedule H_Section,2006,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,"Amendment of Sch S, SchQ_Section 12& 33",2015,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,"Amendment of Schedule II to the Companies Act, 2013",2016,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
notification,"Amendment of Schedule VII of the Companies Act,2013",2019,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
notification,Amendment of Shedule H_Etizoam was included_Section,2017,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment of Shedule Y Apendix III_Animal Toxicity_Section,2016,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment of drugs and Cosmetic Rules_Homoeopathy_Section,2017,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,"Amendment of item no.(vi) of Schedule VII of the Comapanies Act,2013",2020,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
notification,"Amendment of item no.(viii) in the Schedule VIl of the Companies Act,2013",2020,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
notification,Amendment of laboratories notification,2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
notification,"Amendment of notification under NFSA dated 4th Dec, 2023",2023,CENTRAL,"Ministry of Consumer Affairs, Food and Public Distribution",national-food-security-act-2013,"The National Food Security Act, 2013"
notification,Amendment on Thermal Power Plants-Gazette Notification G.S.R. 446(E) dated 03.07.2025,2025,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
notification,Amendment on Thermal Power Plants-Gazette Notification G.S.R. 465(E) dated 11.07.2025,2025,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
notification,Amendment to Clause (5) of Statute 10A,1995,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,"Amendment to Cost and Works Accountants(Election to Council) Rules, 2006",2011,CENTRAL,Ministry of Corporate Affairs,cost-accountants-act-1959,"The Cost Accountants Act, 1959"
notification,"Amendment to Cost and Works Accountants(Election to Council) Rules, 2006",2011,CENTRAL,Ministry of Corporate Affairs,cost-accountants-act-1959,"The Cost Accountants Act, 1959"
notification,Amendment to D &C Rules_Perpetual Licensing and Joint Inspection_Section 12 and 33_D & C Act,2017,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment to First Schedule_Section,1987,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment to Form44,2017,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment to G.S.R.38( E) dated 19th January 2011. 21/07/15,2015,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,Amendment to G.S.R.38( E) dated 19th January 2011.30/09/2015,2015,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,Amendment to GSR 286 dated 03.01.91 Management Board,1991,CENTRAL,Ministry of Education,all-india-council-technical-education-act-1987,"The All India Council for Technical Education Act, 1987"
notification,"Amendment to GSR 38 (E) dated 19th January, 2011 12/06/12",2012,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,"Amendment to GSR 38 (E) dated 19th January, 2011 21/06/2012",2012,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,Amendment to MoP's Notification S.O 4097(E) for Self- Ballasted LED lamps.,2019,CENTRAL,Ministry of Power,energy-conservation-act-2001,"The Energy Conservation Act, 2001"
notification,Amendment to MoP's notification S.O. 2528 (E) for Room Air Conditioners.,2019,CENTRAL,Ministry of Power,energy-conservation-act-2001,"The Energy Conservation Act, 2001"
notification,Amendment to Notification SO 517(E) dated 25.2.2010,2010,CENTRAL,Ministry of Home Affairs,census-act-1948,"The Census Act, 1948"
notification,"Amendment to Notification dt 19.10.66, Delegation of Powers and Rescending Notification dated 29.4.67",2009,CENTRAL,Ministry of Home Affairs,delhi-municipal-corporation-act-1957,"The Delhi Municipal Corporation Act, 1957"
notification,Amendment to Principal Notification,2016,CENTRAL,Ministry of Commerce and Industry,marine-products-export-development-authority-act-1972,"The Marine Products Export Development Authority Act, 1972"
notification,Amendment to Principal Notification,2016,CENTRAL,Ministry of Commerce and Industry,marine-products-export-development-authority-act-1972,"The Marine Products Export Development Authority Act, 1972"
notification,Amendment to Principal Notification,2017,CENTRAL,Ministry of Commerce and Industry,marine-products-export-development-authority-act-1972,"The Marine Products Export Development Authority Act, 1972"
notification,Amendment to Principal Notification,2017,CENTRAL,Ministry of Commerce and Industry,marine-products-export-development-authority-act-1972,"The Marine Products Export Development Authority Act, 1972"
notification,"Amendment to SO 789 (E) dated 20th March, 2009",2012,CENTRAL,Ministry of Corporate Affairs,cost-accountants-act-1959,"The Cost Accountants Act, 1959"
notification,"Amendment to SO 789 (E) dated 20th March, 2009",2012,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,"Amendment to Schedule IV of NFSA, 2013 dated 21.4.2014",2014,CENTRAL,"Ministry of Consumer Affairs, Food and Public Distribution",national-food-security-act-2013,"The National Food Security Act, 2013"
notification,Amendment to Schedule –V of the CA 2013,2018,CENTRAL,Ministry of Corporate Affairs,companies-act,"The Companies Act, 2013"
notification,Amendment to Standards for discharge norms of CETP - Notification S.O. 3864(E) dated 09.09.2024,2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
notification,Amendment to Statue 4,1996,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,Amendment to Third Schedule,2015,CENTRAL,Ministry of Home Affairs,andhra-pradesh-reorganisation-act-2014,"The Andhra Pradesh Reorganisation Act, 2014"
notification,"Amendment to notification regarding Prohibition of import Hydrochloride, Fenfluramine and Dexfenfluramine_Section",1998,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment to notification regarding Prohibition of the manufacture and sale of Fixed dose combination of Diazcpam and Diphenhydramine Hydrochloride_Section,2001,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,Amendment to notification regarding Prohibition of the manufacture and sale of Fixed dose combination of Metoclopramide_Section,1999,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,"Amendment to notification regarding Prohibition of the manufacture and sale_Mepacrine Hydrochloride, Fenfluramine and Dexfenfluramine_Section",1998,CENTRAL,Ministry of Health and Family Welfare,drugs-cosmetics-act-1940,"The Drugs and Cosmetics Act, 1940"
notification,"Amendment to the Apprentices Act, 1961 and its implementation w.e.f. 22.12.2014",2014,CENTRAL,Ministry of Skill Development and Entrepreneurship,apprentices-act-1961,"The Apprentices Act, 1961"
notification,"Amendment to the Chartered Accountants (Election to the Council ) Rules, 2006",2011,CENTRAL,Ministry of Corporate Affairs,chartered-accountants-act-1949,"The Chartered Accountants Act, 1949"
notification,"Amendment to the Company Secretaries (Election to the Council ) Rules, 2006",2011,CENTRAL,Ministry of Corporate Affairs,company-secretaries-act-1980,"The Company Secretaries Act, 1980"
notification,Amendment to the Constitution of the Board of National Trust,2011,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2007,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2016,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2016,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2006,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2017,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,Amendment to the Constitution of the Board of National Trust,2005,CENTRAL,Ministry of Social Justice and Empowerment,national-trust-welfare-persons-with-autism-cerebral-palsy,"The National Trust for Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999"
notification,"Amendment to the First Schedule of the Information Technology Act, 2000 (“IT Act”)",2022,CENTRAL,Ministry of Electronics and Information Technology,it-act,"The Information Technology Act, 2000"
notification,Amendment to the Salarjung Museum Regulations 1962,1986,CENTRAL,Ministry of Culture,salar-jung-museum-act-1961,"The Salar Jung Museum Act, 1961"
notification,Amendment to the notification no. GSR 315 (E) dated 23.04.2015,2015,CENTRAL,Ministry of Corporate Affairs,company-secretaries-act-1980,"The Company Secretaries Act, 1980"
notification,Amendment to the notification no. GSR 490 (E) dated 13.07.2007,2015,CENTRAL,Ministry of Corporate Affairs,company-secretaries-act-1980,"The Company Secretaries Act, 1980"
notification,"Amendment vide G.S.R 950(E) dated 3rd December, 2010,G.S.R 15(E) dated 12th January, 2011 and G.S.R. 756(E) dated 12th October 2011",2017,CENTRAL,Ministry of Road Transport and Highways,national-highways-act-1956,"The National Highways Act, 1956"
notification,Amendment vide notification S.O. 422(E) dated 21.02.2013,2016,CENTRAL,Ministry of Road Transport and Highways,national-highways-act-1956,"The National Highways Act, 1956"
notification,Amendment/Addition to the provisions of sub-Clauses (1) and (3) of Clause (5) of the Ordinance on Conduct of Examinations and Evaluation of Student performance,1995,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,Amendment/addition to the Clause (3-a) of Statute 28,1997,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,Amendment/addition to the ordinance,1996,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,"Amendment/additions to Clauses 1,6,12 and a new Clause 13",1994,CENTRAL,Ministry of Education,indira-gandhi-national-open-university-act-1985,"The Indira Gandhi National Open University Act, 1985"
notification,"Amendment: Abohar Wildlife Sanctuary , Punjab S.O. No. 4817(E)",2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
notification,Amendment: Anerdam Wildlife Sanctuary (Maharashtra) S.O. No. 4554(E),2024,CENTRAL,"Ministry of Environment, Forest and Climate Change",environment-act,"The Environment (Protection) Act, 1986"
